 _id,question_text,question_picture,arabic_translation_of_question,chapter_name,duration,justification,hint,arabic_translation_of_hint,arabic_translation_of_justification,subject,skill_profile,question_type,sub_topic,content_type,difficulty_level,option_A,option_B,option_C,option_D,correct_options,O_question_text,O_arabic_translation_of_question,O_hintO_arabic_translation_of_hint,,O_justification,O_arabic_translation_of_justification,O_option_A,O_option_B,O_option_C,O_option_D,reviewed,Grade,question_class
,"If in a graph, the points do not fall in a line, the function is __________.",,,5b742ff71c9d442f35d15699,,"In non-linear function points does not fall in line. Hence, it is non-linear.",,,,math,number_skills,practice,Linear and non-linear functions,html,easy,linear,non linear,cannot be determined,none of these,B,,,,,,,,,,,,8,mcq
,The graph shows __________ function.,,,5b742ff71c9d442f35d15699,,"The graph is straight line. Hence, it is linear.",,,,math,number_skills,practice,Linear and non-linear functions,html,easy,linear,non linear,cannot be determined,none of these,A,,,,,,,,,,,,8,mcq
,The graph shows __________ function.,,,5b742ff71c9d442f35d15699,,"The graph is curve, so it’s non-linear.",,,,math,number_skills,practice,Linear and non-linear functions,html,easy,linear,non linear,cannot be determined,none of these,B,,,,,,,,,,,,8,mcq
,The graph shows __________ function.,,,5b742ff71c9d442f35d15699,,"The graph is not straight line. Hence, it is non-linear.",,,,math,number_skills,practice,Linear and non-linear functions,html,easy,linear,non linear,cannot be determined,none of these,B,,,,,,,,,,,,8,mcq
,Which of the following equation represents a non-linear function?,,,5b742ff71c9d442f35d15699,,"The equations y = 5.2, y = πxand y = 4(x-1) have constant rate of change. So, they are linear functions. The equation y = @\frac{5}{x}@ does not have constant rate of change, so it represents a non-linear function.",,,,math,number_skills,practice,Linear and non-linear functions,html,medium,y = 5.2,y = πx,y = @\frac{5}{x}@,y = 4(x+1),C,,,,,,,,,,,,8,mcq
,Which of the following equation represents a non-linear function?,,,5b742ff71c9d442f35d15699,,"The equation y = 1-x2 does not have a constant rate of change, so it represents a non-linear function.",,,,math,number_skills,practice,Linear and non-linear functions,html,medium,y = 1-x,y = @\frac{4x}{3}@,y = 1-x2,None of these,C,,,,,,,,,,,,8,mcq
,The radius of the base of a cylinder is 5 feet. Is the volume of the cylinder a linear or nonlinear function of the height of the cylinder?,,,5b742ff71c9d442f35d15699,,"The volume of a cylinder is calculated by the product of area of the base times the height. Therefore, the volume is linearly related with the height of the cylinder. As the height increases volume also increases,",,,,math,number_skills,practice,Linear and non-linear functions,html,medium,linear,non linear,cannot be determined,none of these,A,,,,,,,,,,,,8,mcq
,The table shows the cost y (in AED) of x pounds of sunflower seeds. Find the missing value of y that will make the table represents the linear function.,,,5b742ff71c9d442f35d15699,,"As shown from the table, the rate of change is 1.4. So, the cost of 3 pounds of sunflower seeds is AED 4.2.",,,,math,number_skills,practice,Linear and non-linear functions,html,medium,1.4,3.2,3.8,4.2,D,,,,,,,,,,,,8,mcq
,The volume V (in cubic feet) of a cube is the function of its side length s. This represent ________ function.,,,5b742ff71c9d442f35d15699,,"V = s3. Therefore, it is a non-linear function.",,,,math,number_skills,practice,Linear and non-linear functions,html,medium,linear,non linear,cannot be determined,none of these,B,,,,,,,,,,,,8,mcq
,Which of the following does not belong to the group?,,,5b742ff71c9d442f35d15699,,"Option a, b and c are equations of the linear function. All of them represents y = @\frac{2}{5x}@.",,,,math,number_skills,practice,Linear and non-linear functions,html,hard,5y = 2x,10y = 4x,y = @\frac{2}{5x}@,5xy = 2,D,,,,,,,,,,,,8,mcq
,Account A earns simple interest. Account B earns compound interest. The table shows the balances for 5 years. Which among the two represents linear function?,,,5b742ff71c9d442f35d15699,,"The balance of Account A has a constant rate of change of 10. So, the function representing the balance of Account A is linear. The balance of Account B increases by different amounts each year. Because the rate of change is not constant, the function representing the balance of Account B is nonlinear.",,,,math,number_skills,practice,Linear and non-linear functions,html,hard,Account A,Account B,Both A and B,None of these,A,,,,,,,,,,,,8,mcq
,Which of the following graph represents linear function?,,,5b742ff71c9d442f35d15699,,"Graph (a) and (c) are not functions as there are more than one value of y for one value ofx. Only graph (b) is a function; however, that doesn't have a constant rate of change so it is not a linear function.",,,,math,number_skills,practice,Linear and non-linear functions,html,hard,a,b,c,None of these,D,,,,,,,,,,,,8,mcq
,Quadratic functions are __________ functions.,,,5b742ff71c9d440102d1569a,,"A quadratic function is one of the form f(x) = ax2+bx+c
 Whereas linear equation is y=mx+b;
 Hence, it’s non-linear function.",,,,math,number_skills,practice,Quadratic function,html,easy,linear,non linear,both a and b,cannot be determined,B,,,,,,,,,,,,8,mcq
,The shape of the graph of a quadratic function is a __________.,,,5b742ff71c9d440102d1569a,,The graph of a quadratic function is a curve called a parabola.,,,,math,number_skills,practice,Quadratic function,html,easy,straight line moving upwards,straight line moving downwards,parabola,none of these,C,,,,,,,,,,,,8,mcq
,The greatest power of a variable in a quadratic function is __________.,,,5b742ff71c9d440102d1569a,,"A quadratic function is one of the form f(x) = ax2+bx+c.
 Hence, greatest power is 2.",,,,math,number_skills,practice,Quadratic function,html,easy,1,2,3,4,B,,,,,,,,,,,,8,mcq
,Which of the following is true?,,,5b742ff71c9d440102d1569a,,The graph of quadratic function sometimes opens downwards because its curve called parabolas.,,,,math,number_skills,practice,Quadratic function,html,easy,The graph of quadratic function is a straight line.,The graph of quadratic function always opens downwards.,The graph of quadratic function sometimes opens downwards.,The graph of quadratic function always opens upwards.,C,,,,,,,,,,,,8,mcq
,Which of the following can be the equation for the quadratic function?,,,5b742ff71c9d440102d1569a,,"A quadratic function is one of the form f(x) = ax2+bx+c.
 Hence, y = 4x2+4x+4 is quadratic equation.",,,,math,number_skills,practice,Quadratic function,html,easy,y = 4,y = 4x,y = 4x+4,y = 4x2+4x+4,D,,,,,,,,,,,,8,mcq
,The graph of quadratic function is __________.,,,5b742ff71c9d440102d1569a,,"The graph of a quadratic function is a curve called a parabola, which is symmetrical.",,,,math,number_skills,practice,Quadratic function,html,easy,symmetrical,non-symmetrical,both a and b,cannot be determined,A,,,,,,,,,,,,8,mcq
,"The standard equation of quadratic function is y = ax2+bx+c. If a > 0, then the graph opens __________.",,,5b742ff71c9d440102d1569a,,"y = ax2+bx+c. If a > 0, then the parabola opens upward and the vertexis the minimum value.",,,,math,number_skills,practice,Quadratic function,html,easy,upwards,downwards,cannot be determined,none of these,A,,,,,,,,,,,,8,mcq
,The graph shows __________ function.,,,5b742ff71c9d440102d1569a,,"The graph is neither straight line nor parabola. So, it cannot be linear or quadratic.",,,,math,number_skills,practice,Quadratic function,html,easy,linear,quadratic,both a and b,none of these,D,,,,,,,,,,,,8,mcq
,The graph shows __________ function.,,,5b742ff71c9d440102d1569a,,"The graph is parabola. Hence, it is quadratic.",,,,math,number_skills,practice,Quadratic function,html,easy,linear,quadratic,both a and b,none of these,B,,,,,,,,,,,,8,mcq
,The graph shows __________ function.,,,5b742ff71c9d440102d1569a,,"The graph is neither straight line nor parabola. So, it cannot be linear or quadratic.",,,,math,number_skills,practice,Quadratic function,html,easy,linear,quadratic,both a and b,none of these,D,,,,,,,,,,,,8,mcq
,"A ball is thrown upwards from a rooftop, 80 m above the ground. It will reach a maximum vertical height and then fall back to the ground. The height of the ball from the ground at time t is h, which is given by h =-162+64t+80. Find the height reached by the ball after 1 second.",,,5b742ff71c9d440102d1569a,,h =-162+64t+80 h =-16(1)2+64(1)+80. h =-16+64+80. h = 128 m,,,,math,number_skills,practice,Quadratic function,html,medium,128 m,130 m,150 m,200 m,A,,,,,,,,,,,,8,mcq
,Abdul throws a ball straight up in the air. The quadratic function y =-16x2+48x represents the height in feet of the ball after x seconds. How long was the ball in the air?,,,5b742ff71c9d440102d1569a,,y =-16x2+48x.-16x(x-3) = 0.x= 3 seconds,,,,math,number_skills,practice,Quadratic function,html,medium,2 seconds,3 seconds,5 seconds,10 seconds,B,,,,,,,,,,,,8,mcq
,"Aadil is riding at a speed of 20 miles per hour when he starts down a long hill which is 585 feet long. The distance d he travels in feet can be represented by the function d(t) = 5t2+20t-585, where t is the time in seconds. To the nearest second, how long will it take him to reach the bottom?",,,5b742ff71c9d440102d1569a,,d(t) = 5t2+20t-585. 5t2+20t-585 = 0. t2+4t-117 = 0. (t+13)(t-9) = 0. t = 9 seconds,,,,math,number_skills,practice,Quadratic function,html,medium,7 seconds,8 seconds,9 seconds,12 seconds,C,,,,,,,,,,,,8,mcq
,"A lighting fixture manufacturer has daily production costs of C = 0.38n2-10n+800, where C is the total daily cost in AED and n is the number of light fixtures produced. What does the y-intercept means here?",,,5b742ff71c9d440102d1569a,,"n = 0, so with 0 fixtures, we have a daily cost of AED 800.",,,,math,number_skills,practice,Quadratic function,html,medium,Daily cost is AED 500 without any fixtures.,Daily cost is 0 without any fixtures.,Daily cost is AED 600 without any fixtures.,Daily cost is AED 800 without any fixtures.,D,,,,,,,,,,,,8,mcq
,An apple is thrown straight into the air. The height h in feet of the apple after t seconds can be determined by the equation h =-18t2+40t+2. Find the height of the apple after 2 seconds.,,,5b742ff71c9d440102d1569a,,h =-18t2+40t+2 h =-18(2)2+40(2)+2 =-18x4+80+2. h =-72+82. h = 10 feet,,,,math,number_skills,practice,Quadratic function,html,medium,8 feet,10 feet,12 feet,15 feet,B,,,,,,,,,,,,8,mcq
,Is it possible for a function to be both increasing and decreasing?,,,5b742ff71c9d440102d1569a,,The graph of a quadratic function is a parabola which is both increasing and decreasing.,,,,math,number_skills,practice,Quadratic function,html,hard,No,"Yes, linear functions are both increasing and decreasing","Yes, quadratic functions are both increasing and decreasing",None of these,C,,,,,,,,,,,,8,mcq
,"If f(x) =-2x2-3x+6, then the function has a __________ value.",,,5b742ff71c9d440102d1569a,,"f(x) =-2x2-3x+6. Here a =-2. As a is negative, the graphs opens down, so the function has a maximum value.",,,,math,number_skills,practice,Quadratic function,html,hard,maximum,minimum,cannot be determined,none of these,A,,,,,,,,,,,,8,mcq
,Choose the option that correctly interprets the shown graph.,,,5b742ff71c9d440102d1569a,,"The graph possesses a line symmetry aboutx= 30. Hence, the cost of producing n units more or less than 30 units increases and remains same.",,,,math,number_skills,practice,Quadratic function,html,hard,"As the number of units decreases, cost of production of fan decreases.",The cost of producing n units more or less than 30 units of fan is same.,"As the number of units increases, cost of production of fan increases.",None of these,B,,,,,,,,,,,,8,mcq
,Which of the following is true for qualitative graphs?,,,5b742ff71c9d4476d2d1569b,,"Qualitative graphs are graphs that are used to represent situations that do not necessarily have numerical values. Qualitative graphs represent the essential elements of a situation in a graphical form.
 Hence, both a and b are true.",,,,math,number_skills,practice,Qualitative graphs,html,easy,They may not have numerical values,They are used to represent real life situations,Both a and b,None of these,C,,,,,,,,,,,,8,mcq
,The graph represents the water level in a tank over a period of time. Which situation does it represent?,,,5b742ff71c9d4476d2d1569b,,"As pet the graph water level decreases as per time increases.
 Hence, Water is leaking from the tank gradually.",,,,math,number_skills,practice,Qualitative graphs,html,easy,Water is filling in the tank gradually,Water is leaking from the tank gradually,Either a or b,None of these,B,,,,,,,,,,,,8,mcq
,A goal keeper takes a goal kick. Which of the graphs represent the height of the ball over a period of time?,,,5b742ff71c9d4476d2d1569b,,"In the two graph shown, the graph a has maximum height over a period of time. Hence, a represent the height of the ball.",,,,math,number_skills,practice,Qualitative graphs,html,easy,a,b,Both a and b,None of these,A,,,,,,,,,,,,8,mcq
,"Opposite Zubair's house is a hill. He climbed up the hill slowly, then walked across the top and then ran quickly down the other side. Which graph represents this situation.",,,5b742ff71c9d4476d2d1569b,,"In the graph b, the graph increases slowly the is at same level for some time then it decreases.
 Hence, the graph b represents the situation.",,,,math,number_skills,practice,Qualitative graphs,html,easy,a,b,Both a and b,None of these,B,,,,,,,,,,,,8,mcq
,Does the shown graph represent a real life situation?,,,5b742ff71c9d4476d2d1569b,,In the graph at some time the distance increase without change in time. But this cannot happen in real life situation as distance from home cannot increase without passage of time.,,,,math,number_skills,practice,Qualitative graphs,html,easy,Yes,"No, because distance is increasing with time","No, because distance from home cannot increase without passage of time",Cannot be determined,C,,,,,,,,,,,,8,mcq
,Hina climbs up a hill at a steady pace and then starts to run down on the other side. Choose the graph that represents this situation.,,,5b742ff71c9d4476d2d1569b,,Only in graph b there is increase at steady pace and then decrease with time.,,,,math,number_skills,practice,Qualitative graphs,html,easy,a,b,c,d,B,,,,,,,,,,,,8,mcq
,Choose the graph that represents the real life situation of a diver jumping from a height.,,,5b742ff71c9d4476d2d1569b,,"When the diver jumps height increase for few moments and then keeps decreasing. Hence, graph a represents the diver jumping from the height.",,,,math,number_skills,practice,Qualitative graphs,html,easy,a,b,Both a and b,None of these,A,,,,,,,,,,,,8,mcq
,Which graph represents the water level in a bathtub over a period of time?,,,5b742ff71c9d4476d2d1569b,,"In bathtub Water level increase for a period of time, remains steady for some time and then decreases. Hence, graph a represents bathtub.",,,,math,number_skills,practice,Qualitative graphs,html,easy,a,b,Both a and b,Cannot be determined,A,,,,,,,,,,,,8,mcq
,What real life situation does the graph represent?,,,5b742ff71c9d4476d2d1569b,,"In the graph speed increases as time increases. Hence, it represents like a motorcycle travels away from home at a steady speed.",,,,math,number_skills,practice,Qualitative graphs,html,easy,A car travels away from home and stops at a traffic signal,A bus is parked in the school parking,A motorcycle travels away from home at a steady speed,None of these,C,,,,,,,,,,,,8,mcq
,What real life situation does the graph represent?,,,5b742ff71c9d4476d2d1569b,,"In the graph distance increases as per time to a particular point and then decrease same manner with time. Hence, it is like the runner runs at a steady pace to the end of the track, turns around and runs back at the same pace",,,,math,number_skills,practice,Qualitative graphs,html,easy,"A runner runs at a steady pace to the end of the track, turns around and runs back at the same pace",A man climbs up the hill and then runs down quickly,A child playing on the swing,None of these,A,,,,,,,,,,,,8,mcq
,"A driver gradually stopped her car for a traffic light. After waiting for the light to turn green, the driver continued on her way. Choose the graph that best represents the situation.",,,5b742ff71c9d4476d2d1569b,,"Option (c) represents the situation as the speed gradually reduces over time, remains zero for some time and then again increases.",,,,math,number_skills,practice,Qualitative graphs,html,medium,a,b,c,None of these,C,,,,,,,,,,,,8,mcq
,"A person parachutes from an airplane, free-falls for a while, open his chute, slows down and lands on the ground. Choose the graph that best represents this situation.",,,5b742ff71c9d4476d2d1569b,,"Option (b) is correct as during free-fall the rate of descent would be higher and as soon as the parachute opens, the rate of descent will reduce.",,,,math,number_skills,practice,Qualitative graphs,html,medium,a,b,c,d,B,,,,,,,,,,,,8,mcq
,Zoya takes a ride on the Dubai eye. Choose the graph that represents the situation.,,,5b742ff71c9d4476d2d1569b,,"The ride starts at the bottom, goes to the top, then comes down and again same cycle repeats. The maximum height always remains the same.",,,,math,number_skills,practice,Qualitative graphs,html,medium,a,b,c,d,C,,,,,,,,,,,,8,mcq
,Murtaza is swinging on a swing in the park. Choose the graph that represents this situation.,,,5b742ff71c9d4476d2d1569b,,"Option (b) is correct as Murtaza gets on swing, pumps to swing, the height increases as he goes forward, comes back and then pumps harder to reach higher and this continues.",,,,math,number_skills,practice,Qualitative graphs,html,medium,a,b,c,d,B,,,,,,,,,,,,8,mcq
,A metro train pulls into the underground station and lets off its passengers. Choose the graph that represents this situation.,,,5b742ff71c9d4476d2d1569b,,Option (b) is correct as the speed of the metro train decreases linearly over time and it stops.,,,,math,number_skills,practice,Qualitative graphs,html,medium,a,b,c,d,B,,,,,,,,,,,,8,mcq
,"Abdul, Reza and Mohammed are studying 100 words for a spelling bee. The graphs matching to the situation of each are given. Match the graph which corresponds to each situation.",,,5b742ff71c9d4476d2d1569b,,"Graph A shows a constant rate. This means, the student learned how to spell the same number of words each day. It exactly matches the situation 2. Graph B begins with a shallow curve and gets steeper. This means, the student learned a few words at first, and then learned more at the end. It exactly matches the situation 3. Graph C begins with a steep curve that gets shallower. This means, the student learned many words at first, and then learned fewer words at the end. It exactly matches the situation 1.",,,,math,number_skills,practice,Qualitative graphs,html,hard,"A-1, B-3, C-2","A-2, B-1, C-3","A-3, B-2, C-1","A-2, B-3, C-1",D,,,,,,,,,,,,8,mcq
,"Three friends A, B and C are riding motorcycles. The graphs matching to the situation of each are given. Match the graph which corresponds to each situation.",,,5b742ff71c9d4476d2d1569b,,"Graph 1 starts with a positive slope and slope becomes zero. This means, the person steadily increases his speed for some time, then he maintains the constant rate. It exactly matches the situation of the person C. Graph 2 starts with a positive slope, then the slope becomes negative, zero and positive. This means, the person begins his ride slowly but then stops. After a few minutes, he continues his ride, gradually increasing his speed. It exactly matches the situation of the person B. Graph 3 starts with a positive slope, then the slope becomes negative. This means, the person steadily increases his speed, then the person slows down. It exactly matches the situation of the person A.",,,,math,number_skills,practice,Qualitative graphs,html,hard,"1-C, 2-B, 3-A","1-A, 2-C, 3-B","1-C, 2-A, 3-B","1-A, 2-B, 3-C",A,,,,,,,,,,,,8,mcq
,Sabina climbs up a slide in the park and then slides down. Choose the graph that represents this situation.,,,5b742ff71c9d4476d2d1569b,,"Option (c) is correct as while climbing Sabina will have a constant speed, then she sits down and slides down to increase speed before finally hitting the ground.",,,,math,number_skills,practice,Qualitative graphs,html,hard,a,b,c,d,C,,,,,,,,,,,,8,mcq
,@3(x^2)^4@ = ,,,5b742ff71c9d44c24fd1567f,,(3.x^2)^4 = 3^4 . (x^2)^2 = 81.x^(2.4) = 81x^8,,,,math,number_skills,practice,Powers of Monomials,html,easy,12x^8,12x^6,81x^6,81x^8,D,,,,,,,,,,,,8,mcq
,@(\frac{1}{y})^3 @= ,,,5b742ff71c9d44c24fd1567f,,(@\frac{1}{y}@)^3 = (y^{-1})^3 = y^(-1.3) = y^{-3} = @\frac{1}{y}@^3,,,,math,number_skills,practice,Powers of Monomials,html,easy,y^3,@\frac{1}{y}@^{-3},@\frac{1}{y}@^3,y^{-3},C,,,,,,,,,,,,8,mcq
,@(-5.q^4)^{-3} =@,,,5b742ff71c9d44c24fd1567f,,"(-5.q^4)^{-3}
 = (-5)^{-3}.(q^4)^{-3} 
= @\frac{1}{(-5)^3}@ . q^(4.(-3))
 = @\frac{1}{(-125)}@ . q^{-12} 
=-@\frac{1}{(125q^12)}@",,,,math,number_skills,practice,Powers of Monomials,html,medium,@\frac{-1}{(125q^12)}@,125q^12,125q^-12,-125q^12,A,,,,,,,,,,,,8,mcq
,@(4.n^2.v^7)^4 = @,,,5b742ff71c9d44c24fd1567f,,@(3.x^2)^4@ = @3^4@ . @(x^2)^2@ = 81.@x^(2.4)@ = @81x^8@,,,,math,number_skills,practice,Powers of Monomials,html,medium,4.n^8.v^28,256.n^8.v^7,256.n^8.v^28,256.n^6.v^11,C,,,,,,,,,,,,8,mcq
,@(3.k^3.m^2.n^4)^2 = @,,,5b742ff71c9d44c24fd1567f,,"(3.k^3.m^2.n^4)^2 = (3^2).(k^3)^2).(m^2)^2.(n^4)^2 

= 9.k^(3.2).m^(2.2).n^(4.2) = 9.k^6.m^4.n^8",,,,math,number_skills,practice,Powers of Monomials,html,medium,3.k^5.m^4.n^6,9.k^6.m^4.n^8,9.k^5.m^4.n^6,3.k^6.m^4.n^8,B,,,,,,,,,,,,8,mcq
,@(2.a^6 / 3.b^5)^4 = @,,,5b742ff71c9d44c24fd1567f,,"@(3.k^3.m^2.n^4)^2 = (3^2).(k^3)^2).(m^2)^2.(n^4)^2 @

= 9.k^(3.2).m^(2.2).n^(4.2) = 9.k^6.m^4.n^8",,,,math,number_skills,practice,Powers of Monomials,html,hard,@\frac{(16.a^24)}{(81.b^20)}@,@\frac{(81.b^20)}{(16.a^24)}@,@\frac{(8.a^24)}{(12.b^20)}@,96.a^24.b^{-20},A,,,,,,,,,,,,8,mcq
,@\frac{@(10}{(p^5.q^9))^5}@ = @,,,5b742ff71c9d44c24fd1567f,,@\frac{(10}{(p^5.q^9))^5}@ = @\frac{10^5}{((p^5)^5}@ . (q^9)^5) = @\frac{100000}{p^(5.5).q^(9.5)}@  = @\frac{100000}{(p^25.q^45)}@,,,,math,number_skills,practice,Powers of Monomials,html,hard,@\frac{50}{(p^10.q^10)}@,@\frac{50}{(p^25.q^45)}@,100000.p^(25).q^(45),100000.p^{-25}.q^{-45},D,,,,,,,,,,,,8,mcq
,Find the volume of a cube with a side length of @3d^3@,,,5b742ff71c9d44c24fd1567f,,@\frac{@(10}{(p^5.q^9))^5}@ = @\frac{10^5}{((p^5)^5}@ . (q^9)^5) = @\frac{100000}{p^(5.5).q^(9.5)}@  = @\frac{100000}{(p^25.q^45)@}@,,,,math,number_skills,practice,Powers of Monomials,html,medium,9d^3,81.d^3,81.d^9,9.d^9,C,,,,,,,,,,,,8,mcq
,Find the area of a square with the side length of @4.a.b^3@,,,5b742ff71c9d44c24fd1567f,,@(4.a.b^3)^2 = (4^2).a^2.(b^3)^2 = 16.a^2.b^(3.2) = 16.a^2.b^6@,,,,math,number_skills,practice,Powers of Monomials,html,medium,8.a^3.b^5,8.a^2.b^6,16.a^3.b^5,16.a^2.b^6,D,,,,,,,,,,,,8,mcq
,Which amount is more: @10000x^15 or (7x^3)^5@,,,5b742ff71c9d44c24fd1567f,,"(7x^3)^5 = 7^5.(x^3)^5 = 16807 .x^(3.5) = 16807.x^15.

16807 > 10000",,,,math,number_skills,practice,Powers of Monomials,html,hard,Not enough information,(7x^3)^5 > 10000,(7x^3)^5 = 10000,(7x^3)^5 < 10000,B,,,,,,,,,,,,8,mcq
,@7^{-2} =@,,,5b742ff71c9d447fb7d15680,,7^{-2} = @\frac{1}{(7^2)}@ = @\frac{1}{49}@,,,,math,number_skills,practice,Negative exponents,html,easy,@\frac{1}{49}@,49,14,@\frac{1}{14}@,A,,,,,,,,,,,,8,mcq
,@(-5)^{-3}= @,,,5b742ff71c9d447fb7d15680,,(-5)^{-3} = @\frac{1}{((-5)^3)}@ = @\frac{1}{-125}@ =-@\frac{1}{125}@,,,,math,number_skills,practice,Negative exponents,html,easy,@\frac{1}{125}@,-@\frac{1}{125}@,125,-125,B,,,,,,,,,,,,8,mcq
,@(2.x)^{-5}=@,,,5b742ff71c9d447fb7d15680,,(2.x)^{-5}= @\frac{1}{((2.x)^5)}@ = @\frac{1}{(2^5.x^5)}@ = @\frac{1}{(32.x^5)}@,,,,math,number_skills,practice,Negative exponents,html,easy,32x^5,@\frac{32}{(x^5)}@,x^@\frac{5}{32}@,@\frac{1}{(32.x^5)}@,D,,,,,,,,,,,,8,mcq
,@3.a.b^{-6} = @,,,5b742ff71c9d447fb7d15680,,3.a.b^{-6} = @\frac{3a}{b}@^6,,,,math,number_skills,practice,Negative exponents,html,medium,18.@\frac{a}{b}@,3a.b^6,@\frac{3a}{(b^6)}@,@\frac{3}{(a.b^6)}@,C,,,,,,,,,,,,8,mcq
,@\frac{28.z}{q^{-8}} = @,,,5b742ff71c9d447fb7d15680,,@\frac{28.z}{q^{-8}}@ = 28.z.q^8,,,,math,number_skills,practice,Negative exponents,html,medium,@\frac{q^8}{(28.z)}@,@\frac{1}{(28.z.q^{-8})}@,28.z.q^8,@\frac{28.z}{(8.q)}@,C,,,,,,,,,,,,8,mcq
,@\frac{@(5.x^{-3})}{(7.y^{-5})=@}@,,,5b742ff71c9d447fb7d15680,,@\frac{@\frac{5.x^{-3})}{(7.y^{-5})=}@ (5.y^5}{7.x^3}@,,,,math,number_skills,practice,Negative exponents,html,medium,@\frac{(5.y^5)}{(7.x^3)}@,35.x^3.y^7,@\frac{(7.x^3)}{(5.y^5)}@,@\frac{(3.x^3)}{(7.y^5)}@,A,,,,,,,,,,,,8,mcq
,@\frac{4x^{-2}}{3z^{-3}}@ ,,,5b742ff71c9d447fb7d15680,,@\frac{@\frac{(4.x)^{-2})}{((3.z)^{-3})}@ = @\frac{((3.z)^3)}{((4.x)^2)}@ = @\frac{(3^3.z^3)}{(4^2.x^2)}@ = (9.z^3}{16.x^2}@,,,,math,number_skills,practice,Negative exponents,html,difficult,@\frac{(3.z^3)}{(4.x^2)}@,(9.z^3) / (16.x^2),@\frac{(-4.x^2)}{(-9.z^3)}@,@\frac{(16.x^2)}{(9.z^3)}@,B,,,,,,,,,,,,8,mcq
,@\frac{@(a.(b.c)^{-3})}{((-3.d)^{-4})}@ = @,,,5b742ff71c9d447fb7d15680,,@\frac{@\frac{a.(b.c)^{-3})}{((-3.d)^{-4})}@ = @\frac{(a.(-3d)^4)}{((b.c)^4)}@ = @\frac{(a.(-3)^4.d^4)}{(b^3.c^3)}@ =  @\frac{(a.81.d^4)}{(b^3.c^3)}@ = (81.a.d^4}{b^3.c^3}@,,,,math,number_skills,practice,Negative exponents,html,difficult,@\frac{(b^3.c^3)}{(81.a.d^4)}@,@\frac{(81.d^4)}{(a.b^3.c^3)}@,@\frac{(a.b^3.c^3)}{(81.d^4)}@,@\frac{(81.a.d^4)}{(b^3.c^3)}@,D,,,,,,,,,,,,8,mcq
,"A bread recipe requires @5^{-2}@  kilograms of salt. How many grams of salt does the recipe require?

1 kilogram = 1000 grams",,,5b742ff71c9d447fb7d15680,,"5^{-2} kg = @\frac{1}{(5^2)}@ kg = 0.04 kg.

0.04 kg = 1000x0.04 grams = 40 grams

",,,,math,number_skills,practice,Negative exponents,html,medium,0.04,40,0.25,25,B,,,,,,,,,,,,8,mcq
,A size of a grain of salt is @10^{-4}@ meters. The size of a human hair is @7.\left(10^{-5}\right)@  meters. How much bigger is a grain of salt than a human hair?,,,5b742ff71c9d447fb7d15680,,"The size of grain of salt is 10^-4 meters. The size of a human hair is 7.(10^-5) meters. How much bigger is a grain of salt than a human hair?

A human hair is @\frac{10^{-4}}{(7.10^{-5})}@ = @\frac{10^5}{(7.10^4)}@ = @\frac{10^(5-4)}{7=@\frac{10}{7}@}@ times",,,,math,number_skills,practice,Negative exponents,html,medium,@\frac{10}{7}@ times,@\frac{7}{10}@ times,7 times,10 times,A,,,,,,,,,,,,8,mcq
,"Consider the proportional relationship:

y=5.x

Find y when x = 3",,,5b742ff71c9d4409fbd15681,,"y=5x3 = 15
",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,15,8,@\frac{5}{3}@,5,A,,,,,,,,,,,,8,mcq
,"Consider the proportional relationship:

y=(-@\frac{5}{7}@).x

Find y when x = 14",,,5b742ff71c9d4409fbd15681,,"y=(-@\frac{5}{7}@).14 = @\frac{(-5.14)}{7}@ =-10
",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,10,@\frac{14}{5}@,-10,-2,C,,,,,,,,,,,,8,mcq
,"Consider the proportional relationship:

y=-7.x

Find x when y = 21",,,5b742ff71c9d4409fbd15681,,"y=-7.x

21 =-7.x

@\frac{x=21}{(-7)}@ =-3
",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,-147,3,147,-3,D,,,,,,,,,,,,8,mcq
,"Consider the proportional relationship:

y=(@\frac{9}{4}@).x

Find x when y = 18",,,5b742ff71c9d4409fbd15681,,"y=(@\frac{9}{4}@).x

18 = (@\frac{9}{4}@).x

@\frac{x=18}{(@\frac{9}{4}@)}@ = 18.(@\frac{4}{9}@) = @\frac{(18.4)}{9}@ = 2.4 = 8
",,,,math,number_skills,practice,Solve Proportional Relationships,html,medium,-8,8,@\frac{81}{2}@,-@\frac{81}{2}@,B,,,,,,,,,,,,8,mcq
,What is the value of b when a = 12?,,,5b742ff71c9d4409fbd15681,,"From the table:

c= @\frac{5}{2}@ = @\frac{10}{4}@ = @\frac{15}{6}@ = @\frac{b}{12}@

@\frac{15}{6}@ = @\frac{b}{12}@

using the butterfly method, @\frac{b=(15.12)}{6}@ = 30",,,,math,number_skills,practice,Solve Proportional Relationships,html,medium,30,20,25,28,A,,,,,,,,,,,,8,mcq
,What is the value of x when y =-36?,,,5b742ff71c9d4409fbd15681,,"From the table:

c=-@\frac{9}{3}@ =-@\frac{12}{4}@ =-@\frac{15}{5}@ =-@\frac{36}{x}@

-@\frac{9}{3}@ =-@\frac{36}{x}@

Using the butterfly method,x=@\frac{-36.3}{-9}@ =-4.3=-12",,,,math,number_skills,practice,Solve Proportional Relationships,html,medium,12,18,-18,-12,D,,,,,,,,,,,,8,mcq
